"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=bradypodidae&show=full"
"Access Time","Fri 2017-02-17 16:03:00 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","bradypodidae"
"","timerule","major"
"","taxon_status","all"
"","show","full"
"Elapsed Time","0.00272"
"Records Found","239"
"Records Returned","239"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","composition","architecture","thickness","reinforcement"
"1171414","occ","","","55600","Ortotherium robustum","species","278473","","Ortotherium robustum","","species","278473","Huayquerian","","9","6.8","Cione et al.","2000","15016","Chordata","Mammalia","Xenarthra","Megalonychidae","Ortotherium","","","","","-59.250000","-33.716667","Parana, Pueblo Brugo to Diamante, Ituzaingo Fm.","","","AR","Entre Rios","","estimated from map","minutes","local area","","gp_mid","-57.52","-33.51","202","AR","","Ituzaingo","","","","Huayquerian","","","","","","","","","sandstone","","","","Y","mudstone","","","","Y","marine indet.","","","macrofossils,mesofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1171415","occ","","","55600","Ortotherium schlosseri","species","278474","subjective synonym of","Ortotherium laticurvatum","","species","246262","Huayquerian","","9","6.8","Cione et al.","2000","15016","Chordata","Mammalia","Xenarthra","Megalonychidae","Ortotherium","","","","","-59.250000","-33.716667","Parana, Pueblo Brugo to Diamante, Ituzaingo Fm.","","","AR","Entre Rios","","estimated from map","minutes","local area","","gp_mid","-57.52","-33.51","202","AR","","Ituzaingo","","","","Huayquerian","","","","","","","","","sandstone","","","","Y","mudstone","","","","Y","marine indet.","","","macrofossils,mesofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1171416","occ","","","55600","Ortotherium brevirostrum","species","278475","","Ortotherium brevirostrum","","species","278475","Huayquerian","","9","6.8","Cione et al.","2000","15016","Chordata","Mammalia","Xenarthra","Megalonychidae","Ortotherium","","","","","-59.250000","-33.716667","Parana, Pueblo Brugo to Diamante, Ituzaingo Fm.","","","AR","Entre Rios","","estimated from map","minutes","local area","","gp_mid","-57.52","-33.51","202","AR","","Ituzaingo","","","","Huayquerian","","","","","","","","","sandstone","","","","Y","mudstone","","","","Y","marine indet.","","","macrofossils,mesofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1171417","occ","","","55600","Ortotherium scrofum","species","278476","subjective synonym of","Ortotherium laticurvatum","","species","246262","Huayquerian","","9","6.8","Cione et al.","2000","15016","Chordata","Mammalia","Xenarthra","Megalonychidae","Ortotherium","","","","","-59.250000","-33.716667","Parana, Pueblo Brugo to Diamante, Ituzaingo Fm.","","","AR","Entre Rios","","estimated from map","minutes","local area","","gp_mid","-57.52","-33.51","202","AR","","Ituzaingo","","","","Huayquerian","","","","","","","","","sandstone","","","","Y","mudstone","","","","Y","marine indet.","","","macrofossils,mesofossils","","","","","","","","body,original phosphate","","","","","","","","","","","","","taxonomic","field collection","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1175581","occ","","","79180","Protomegalonyx chasicoensis","species","279539","","Protomegalonyx chasicoensis","","species","279539","Late Miocene","","11.608","5.333","Brandoni","2009","48414","Chordata","Mammalia","Xenarthra","Megalonychidae","Protomegalonyx","","","","","-62.983334","-38.616669","Arroyo Chasicó","","","AR","Buenos Aires","","estimated from map","minutes","local area","Several areas along the Arroyo Chasicó, directly east of Laguna Chasicó.","gp_mid","-61.37","-38.34","202","AR","","Arroyo Chasicó","","","formation","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","permineralized","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1179117","occ","","","145248","Megalonychidae sp.","genus","43596","","Megalonychidae","","family","43596","Lujanian","","0.781","0.012","Pujos and Salas","2004","46859","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-70.404167","-14.956111","Casa del Diablo","","","PE","Puno","","based on nearby landmark","seconds","","Andean cave near Lake Titicaca","gp_mid","-70.40","-14.96","201","PE","","","","","","","","","","","","","Pleistocene deposits in cave","Pleistocene deposits in cave","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","mandibles,limb elements","","","","the humerus NRM-PZ M4286 described by Nordenskiöld (1908), and the dentary NRM-PZ M4287 collected by Nordenskiöld together with the humerus","body,original phosphate","","","","","","","","","","","","","taxonomic","survey of museum collection","","","","","","","NRM: Swedish Museum of Natural History (Stockholm, Sweden)","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1185086","occ","","","152904","Megalonyx jeffersoni","species","161799","misspelling of, recombined as","Megalonyx jeffersonii","","species","48050","Pleistocene","","2.588","0.0117","Knight","2005","49269","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-80.447777","33.214443","Harleyville","","","US","South Carolina","Dorchester","","seconds","","","gp_mid","-80.04","33.37","109","US","","","","","","","","","","","","","","","gravel","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","teeth","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1196521","occ","","","74292","Megalonyx jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Late Pleistocene","","0.126","0.0117","Ray","1958","50339","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-80.599998","28.083332","Melbourne No. 2 Bed","","","US","Florida","Brevard","based on nearby landmark","minutes","small collection","""on property owned by"" Singleton ""at Melbourne"" (basis of coordinate)","gp_mid","-80.60","28.08","109","US","","","","","bed","","","","","","","","""probably early-Pleistocene"" according to Allen, but Wisconsinan according to later workers","""stream deposits... [comprise] an upper, somewhat barren layer (No. 3 bed) lying uncomforably upon an older deposit rather in rich in fossil bones (the 'bone bed', No. 2). Below these is a layer of coquina (No. 1 bed) believed to be of Pleistocene age.""","""siliciclastic""","","","","","","","","","","fluvial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","selective quarrying","MCZ","some genera","","","C. P. Singleton, J. W. Gildley, F. B. Loomis","1922 - 1923","","a long English-language list is given by Allen, who also mentions that ""elephant and mastodon still persisted"" in the No. 3 bed","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1201167","occ","","","155393","Megalonyx cf. jeffersonii","species","48022","","Megalonyx jeffersonii","","species","48050","Late Pleistocene","","0.126","0.0117","Sinclair","1904","50711","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-122.281998","40.784000","Potter Creek Cave","","","US","California","Shasta","estimated from map","3","small collection","Section 23, T. 34 N., R. 4 W., O'Brien 7.5' Quadrange.  North of Potter Creek","gp_mid","-122.28","40.78","101","US","FED","","","","","Rancholabrean","","","","","","","radiocarbon dates from R. S. Feranec (2009)","","","","","","","","","","","","cave","","","macrofossils,mesofossils","some","some","maxillae,mandibles,postcrania","","","","","body,original phosphate","good","","","","concentrated","","","","frequent","","","","general faunal/floral","survey of museum collection","UCMP","","","","E. L. Furlong et al.","1878; 1902-1903; 1960s","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1201325","occ","","","155409","cf. Megalonyx sp.","genus","43603","","Megalonyx","","genus","43603","Late Pleistocene","","0.126","0.0117","Stock","1918","50720","Chordata","Mammalia","Xenarthra","Megalonychidae","Megalonyx","","","","","-121.013885","38.908333","Hawver Cave","","","US","California","Eldorado","based on nearby landmark","seconds","small collection","5 miles due east of Auburn; probably section 7, T. 12 N., R. 9 E. Auburn 7.5' Quadrangle","gp_mid","-121.01","38.91","130","US","","","","","","Rancholabrean","","","","","","","","","breccia","","","calcareous","Y","","","","","","cave","","","","","","","","","","","body,original phosphate","","","","","","","","","frequent","","","","","survey of museum collection","UCMP","","","","J. C. Hawver","1906-1909","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1211737","occ","","","157349","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Late Hemphillian","","10.3","4.9","Carranza-Castaneda et al.","2013","51759","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-102.962776","21.714443","El Mixtón","","ZJ 30-10; ZJ 30-3; ZJ 30-8","MX","Zacatecas","","estimated from map","seconds","","","gp_mid","-100.47","23.64","104","MX","","Juchipila","","","formation","","","","","","","","","West of the Achoque n dam (Fig. 3), in an area that we refer to as El Mixto n, is exposed a .80-m-thick fossil-bearing stratigraphic succession that begins close to the bottom of an arroyo, where massive (1–5 m thick) beds of green tuffaceous claystone are interlayered with thinner, more indurat- ed strata of calcareous claystone with abundant ostracods and gastropods (Fig. 4). Resting atop this shallow lacustrine succes- sion is a thin bed of unconsolidated white ash-fall material composed of felsic glass shards and small, rounded grains of black obsidian. In this part of the succession, camelid and proboscidean footprints were found. Moving up the section, the green tuffaceous claystone beds alternate with pale red, sometimes with irregular green spots, tuffaceous mudstone, and rare layers of epiclastic-volcanic, fine- to medium-grained, distinctly laminated sandstone that in places displays convoluted and/or graded bedding. The clastic succession above the first sandstone layer in the section lacks beds with ostracods and gastropods, and the proportion of reddish claystone and mudstone steadily increases upward. Higher up in the section exists an approximately 12-m-thick succession composed of several ero- sion-resistant beds of medium- to coarse-grained, slightly con- glomeratic (clasts up to 1 cm) epiclastic-volcanic sandstone that in places displays structures such as convoluted bedding, bioturba- tion, normal graded bedding, cross bedding, and shallow channels (several meters wide and tens of centimeters deep). Associated with these sandstone beds are thin, clay-rich, unconsolidated horizons that are interpreted as paleosols. Both the cemented conglomeratic sandstone beds and loose paleosols contain mammal fossils. Without any apparent break, this coarse-grained interval is followed by ,10 m of finer sediments (mudstones and sandy clays) in thick, massive beds with alternating green and red colors. Near the top of the exposed section, the proportion of conglomeratic sandstone and fine-grained conglomerate notably increases, as does the maximum clast size (up to 5 cm), while the finer-grained, reddish mudstone layers decrease. Close to a dirt road that leads from the paved road (Mexico 54) to this locality and up to a cliff-forming outcrop of felsic ignimbrite, the Pliocene sedimentary succession is covered by talus deposits derived from the Oligocene ignimbrite.","sandstone","fine,coarse,volcaniclastic","","","","conglomerate","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
"1211747","occ","","","157351","Megalonychidae indet.","family","43596","","Megalonychidae","","family","43596","Late Hemphillian","","10.3","4.9","Carranza-Castaneda et al.","2013","51759","Chordata","Mammalia","Xenarthra","Megalonychidae","","","","","","-102.990280","21.606943","El Resbalón","","ZJ 47; La Copa (ZJ 48)","MX","Zacatecas","","estimated from map","seconds","","","gp_mid","-100.50","23.54","104","MX","","Juchipila","","","formation","","","","","","","","","West of the Achoque n dam (Fig. 3), in an area that we refer to as El Mixto n, is exposed a .80-m-thick fossil-bearing stratigraphic succession that begins close to the bottom of an arroyo, where massive (1–5 m thick) beds of green tuffaceous claystone are interlayered with thinner, more indurat- ed strata of calcareous claystone with abundant ostracods and gastropods (Fig. 4). Resting atop this shallow lacustrine succes- sion is a thin bed of unconsolidated white ash-fall material composed of felsic glass shards and small, rounded grains of black obsidian. In this part of the succession, camelid and proboscidean footprints were found. Moving up the section, the green tuffaceous claystone beds alternate with pale red, sometimes with irregular green spots, tuffaceous mudstone, and rare layers of epiclastic-volcanic, fine- to medium-grained, distinctly laminated sandstone that in places displays convoluted and/or graded bedding. The clastic succession above the first sandstone layer in the section lacks beds with ostracods and gastropods, and the proportion of reddish claystone and mudstone steadily increases upward. Higher up in the section exists an approximately 12-m-thick succession composed of several ero- sion-resistant beds of medium- to coarse-grained, slightly con- glomeratic (clasts up to 1 cm) epiclastic-volcanic sandstone that in places displays structures such as convoluted bedding, bioturba- tion, normal graded bedding, cross bedding, and shallow channels (several meters wide and tens of centimeters deep). Associated with these sandstone beds are thin, clay-rich, unconsolidated horizons that are interpreted as paleosols. Both the cemented conglomeratic sandstone beds and loose paleosols contain mammal fossils. Without any apparent break, this coarse-grained interval is followed by ,10 m of finer sediments (mudstones and sandy clays) in thick, massive beds with alternating green and red colors. Near the top of the exposed section, the proportion of conglomeratic sandstone and fine-grained conglomerate notably increases, as does the maximum clast size (up to 5 cm), while the finer-grained, reddish mudstone layers decrease. Close to a dirt road that leads from the paved road (Mexico 54) to this locality and up to a cliff-forming outcrop of felsic ignimbrite, the Pliocene sedimentary succession is covered by talus deposits derived from the Oligocene ignimbrite.","sandstone","fine,coarse,volcaniclastic","","","","conglomerate","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","","","terrestrial","","actively mobile","arboreal","blind","folivore","viviparous","","low Mg calcite","","",""
